ave,std,max,min,av_change_abs,av_change_rate,abs_max,abs_min,std_first_50000,std_last_50000,std_first_10000,std_last_10000,avg_first_50000,avg_last_50000,avg_first_10000,avg_last_10000,min_first_50000,min_last_50000,min_first_10000,min_last_10000,max_first_50000,max_last_50000,max_first_10000,max_last_10000
4.59672,5.402028499394155,98.0,-125.0,6.66671111140741e-05,75101.4094982011,125.0,0.0,4.769595224712471,6.8458610603488,3.73344854524607,11.169179912151115,4.62618,4.51632,4.5486,4.7997,-57.0,-125.0,-21.0,-125.0,64.0,98.0,23.0,98.0
4.597953333333333,6.328488377526571,126.0,-117.0,-8.666724444829632e-05,75117.75878175959,126.0,0.0,4.885394872024165,7.579778012554194,4.925486728233058,4.269840278043196,4.69462,4.59298,4.6743,4.692,-51.0,-117.0,-35.0,-22.0,65.0,126.0,45.0,39.0
4.513486666666667,6.480150572568168,145.0,-162.0,2.000013333422223e-05,75151.70450402753,162.0,0.0,4.426830278698293,8.372771469089551,3.883011073896133,3.837577105414301,4.68594,4.21208,4.555,4.4986,-35.0,-162.0,-13.0,-25.0,49.0,145.0,26.0,34.0
4.47524,5.9980986105931935,101.0,-120.0,-1.3333422222814819e-05,74997.30748043676,120.0,0.0,6.352799816616293,6.736947276741893,6.006855363665751,9.956594164672978,4.5643,4.47852,4.6808,4.5208,-120.0,-88.0,-30.0,-88.0,101.0,101.0,52.0,101.0
4.530326666666666,6.831561092455776,120.0,-117.0,6.6667111114074095e-06,74816.10394424562,120.0,0.0,8.132020815615268,5.788161561117659,10.242663792197808,8.47273356361452,4.25612,4.60132,4.2562,4.4686,-92.0,-117.0,-92.0,-117.0,96.0,120.0,90.0,120.0
4.491646666666667,7.298178555079494,140.0,-189.0,3.333355555703705e-05,74996.11216679863,189.0,0.0,6.970993970761989,8.72414548792029,9.488341675445715,13.272293473247192,4.56814,4.36084,4.6085,4.3314,-81.0,-189.0,-81.0,-189.0,99.0,140.0,99.0,140.0
4.419053333333333,7.689481623435716,146.0,-123.0,0.0,74880.1072612595,146.0,0.0,9.08388495074657,6.147979104193507,4.879813520002583,6.592962720962405,4.38496,4.56688,4.3999,4.7016,-123.0,-66.0,-29.0,-56.0,146.0,121.0,41.0,60.0
4.6559333333333335,8.202326791560766,229.0,-251.0,2.000013333422223e-05,74944.52129432076,251.0,0.0,7.911826475751348,6.34819815582343,15.31258684350884,4.102763350474897,4.66224,4.68412,4.7304,4.8267,-97.0,-87.0,-97.0,-16.0,150.0,113.0,150.0,37.0
4.5256,13.67826930962637,313.0,-595.0,-2.000013333422223e-05,75075.7467732346,595.0,0.0,6.307692603670538,7.699037211885653,10.184797941540127,4.0474843347442375,4.57276,4.4699,4.8217,4.5084,-114.0,-122.0,-114.0,-20.0,127.0,183.0,127.0,28.0
4.489566666666667,5.666782550873899,108.0,-63.0,6.6667111114074095e-06,75005.3496741158,108.0,0.0,5.95929515211321,5.415377287650418,4.4764181395396925,5.959834910465222,4.5127,4.54482,4.6992,4.6028,-63.0,-53.0,-45.0,-47.0,108.0,62.0,43.0,51.0
4.39766,5.305978375794609,84.0,-86.0,2.000013333422223e-05,75022.08721651044,86.0,0.0,5.810298492711024,5.274229335590177,7.671095087404406,3.150842147743996,4.39516,4.36034,4.7504,4.6876,-86.0,-60.0,-86.0,-11.0,78.0,84.0,78.0,18.0
4.519193333333333,6.623050023663988,115.0,-102.0,-8.000053333688891e-05,74976.02304578248,115.0,0.0,6.258393033359282,6.743531549566592,5.10198769010667,4.201093019679521,4.5892,4.6332,4.6119,4.6588,-102.0,-83.0,-28.0,-37.0,108.0,93.0,36.0,35.0
4.699046666666667,6.419365006848851,131.0,-106.0,3.333355555703705e-05,75019.1421140965,131.0,0.0,7.642774218829181,5.011499156100896,3.8190752807453268,3.306727197698655,4.7168,4.63578,4.708,4.3218,-106.0,-98.0,-19.0,-13.0,131.0,93.0,26.0,22.0
4.392853333333333,5.813596671466716,118.0,-104.0,6.6667111114074095e-06,75076.47119916612,118.0,0.0,5.4833528055743415,6.910380185633783,3.243694238056355,5.195848246436764,4.27936,4.4413,4.2887,4.331,-54.0,-104.0,-12.0,-46.0,67.0,118.0,18.0,52.0
4.616466666666667,6.748115454126599,194.0,-172.0,-2.6666844445629638e-05,74895.50194496688,194.0,0.0,9.216945446296185,5.678749439480492,17.447919063315258,5.653010171581156,4.6892,4.54006,4.6494,4.626,-172.0,-74.0,-172.0,-47.0,194.0,84.0,194.0,67.0
4.463166666666667,137.50407621826668,3252.0,-4621.0,6.6667111114074095e-06,75851.33965659059,4621.0,0.0,4.943735355012442,21.15528513184353,5.3373902227586845,12.683277995455276,4.37414,4.53148,4.6169,4.5077,-59.0,-150.0,-59.0,-110.0,83.0,177.0,57.0,177.0
4.374333333333333,8.98613420158462,159.0,-142.0,8.000053333688891e-05,74676.37701713681,159.0,0.0,12.016615722640047,5.923863223809274,14.857241515166939,5.269955209487079,4.29412,4.46416,4.2116,4.2547,-142.0,-71.0,-91.0,-33.0,159.0,82.0,118.0,37.0
4.343853333333334,7.18958539962416,220.0,-247.0,-2.000013333422223e-05,74923.99429372611,247.0,0.0,6.492435160246115,5.975187642241873,11.620206269683855,4.876137307336617,4.4163,4.2708,4.3425,4.2364,-108.0,-100.0,-108.0,-36.0,118.0,129.0,118.0,40.0
4.32278,3.8028488976380155,60.0,-55.0,6.6667111114074095e-06,74881.17306888559,60.0,0.0,3.868390632601625,3.290946061605993,3.9654479683889434,3.022507402803176,4.28056,4.44986,4.1671,4.557,-29.0,-34.0,-26.0,-18.0,40.0,39.0,23.0,22.0
4.42402,3.168734822122756,54.0,-38.0,-2.000013333422223e-05,74910.6769513441,54.0,0.0,3.331946736609095,3.1609893334840597,3.5213928480077312,2.6989921378173745,4.33038,4.45156,4.3579,4.3988,-19.0,-38.0,-15.0,-6.0,31.0,54.0,28.0,16.0
4.325586666666666,3.6868351363315512,72.0,-57.0,-1.3333422222814819e-05,74976.16821267831,72.0,0.0,2.9403975812124457,4.081701024033975,3.085836961020462,2.814005826219981,4.48262,4.26252,4.5895,4.6489,-16.0,-56.0,-11.0,-6.0,26.0,72.0,26.0,17.0
4.2394066666666665,3.2145333172881494,49.0,-32.0,2.6666844445629638e-05,74919.32477075409,49.0,0.0,3.5073718155336766,2.9400507287460194,2.6794553159177705,2.881815705419068,4.25574,4.31318,4.3089,4.4768,-32.0,-13.0,-6.0,-7.0,49.0,27.0,16.0,18.0
4.409253333333333,3.0450886756363746,38.0,-37.0,-1.3333422222814819e-05,74999.52539393847,38.0,0.0,3.4097729895111786,2.9443542895514465,2.8924005531737818,2.9143942337988524,4.4396,4.36224,4.4852,4.3175,-37.0,-27.0,-12.0,-14.0,38.0,28.0,20.0,20.0
4.353913333333334,3.792693680286992,119.0,-87.0,1.3333422222814819e-05,75013.95401903977,119.0,0.0,3.6839917350070155,4.431555587646397,2.713906696996048,8.199676075919097,4.26658,4.47644,4.2862,4.3965,-50.0,-87.0,-6.0,-87.0,56.0,119.0,17.0,119.0
4.242466666666667,4.685070961635005,152.0,-121.0,-5.3333688891259276e-05,75022.13549904476,152.0,0.0,5.103229264338415,5.615978435535521,4.238497842396526,2.7329969465771455,4.07766,4.44954,4.1598,4.4887,-97.0,-121.0,-58.0,-7.0,103.0,152.0,52.0,15.0
4.298573333333334,4.270882886627645,100.0,-94.0,-6.6667111114074095e-06,75024.78277221994,100.0,0.0,4.480922553403484,3.3422421120559176,3.595700809299906,2.9693045583099087,4.32052,4.20238,4.4087,4.3362,-94.0,-46.0,-33.0,-14.0,91.0,51.0,36.0,20.0
4.306406666666667,3.614467451039257,133.0,-113.0,6.6667111114074095e-06,74930.27381505842,133.0,0.0,4.600504450774937,3.1452523759469604,8.362195184878189,3.0318276732030798,4.31228,4.34054,4.3487,4.3564,-113.0,-21.0,-113.0,-12.0,133.0,35.0,133.0,23.0
4.1965,3.2657058068152227,56.0,-39.0,1.3333422222814819e-05,75024.14716509383,56.0,0.0,3.488681832211129,3.345646025448598,2.680502631970355,3.680217644379202,4.22356,4.19918,4.4258,4.4553,-39.0,-35.0,-11.0,-22.0,56.0,45.0,17.0,26.0
4.3839733333333335,4.22277844702066,139.0,-102.0,-6.0000400002666686e-05,75032.10159142083,139.0,0.0,3.242944197114715,2.94571485211994,3.2409755568347007,2.8271910282115713,4.56688,4.3951,4.4912,4.3217,-28.0,-22.0,-14.0,-7.0,35.0,45.0,24.0,20.0
4.346053333333334,3.7894336107773268,76.0,-67.0,2.6666844445629638e-05,74967.40899868538,76.0,0.0,3.3816550252797817,3.247984785124462,2.8423127185445307,3.2511459887245913,4.3673,4.29566,4.2529,4.5324,-40.0,-39.0,-9.0,-17.0,42.0,52.0,17.0,31.0
4.202306666666667,3.8784677403095955,73.0,-83.0,-3.333355555703705e-05,75007.16919163067,83.0,0.0,3.5424304404744493,3.208248328543163,2.6476480053058413,2.7610649467189288,4.20588,4.14568,4.4002,4.1006,-30.0,-35.0,-6.0,-8.0,44.0,42.0,15.0,14.0
4.444753333333333,3.3981624160452104,64.0,-44.0,2.6666844445629638e-05,75001.74406105148,64.0,0.0,3.655694542162953,3.6399161734853185,4.208873947981811,3.5207939317716392,4.36488,4.5495,4.1997,4.5247,-34.0,-44.0,-34.0,-27.0,57.0,64.0,57.0,30.0
4.363906666666667,3.429742255324087,60.0,-44.0,-2.000013333422223e-05,74996.84352895393,60.0,0.0,3.2929006650671986,3.819046864912762,3.1159431942832336,3.7178182836174227,4.5461,4.23294,4.4901,4.1689,-44.0,-40.0,-10.0,-30.0,43.0,60.0,18.0,40.0
4.407626666666666,3.442646341690583,101.0,-79.0,3.333355555703705e-05,75019.44140657797,101.0,0.0,4.22460950976537,3.180805478868521,2.8939899360571384,2.879658840904596,4.3357,4.43584,4.2415,4.3364,-79.0,-31.0,-10.0,-15.0,101.0,43.0,16.0,23.0
4.535966666666667,3.8632007108383877,136.0,-154.0,-4.000026666844446e-05,75072.6118422057,154.0,0.0,2.8914825760498712,5.203551984404499,2.9649114506170333,6.293139626609282,4.56818,4.40384,4.3747,4.3942,-12.0,-154.0,-10.0,-66.0,25.0,136.0,20.0,62.0
4.5526333333333335,3.071586408609655,42.0,-38.0,-2.000013333422223e-05,74943.85261404957,42.0,0.0,3.236505467321197,3.021442653038446,2.6648900540172384,2.6634853838532697,4.3894,4.64712,4.319,4.7169,-38.0,-21.0,-6.0,-7.0,42.0,31.0,14.0,15.0
4.820373333333333,4.084296870611745,103.0,-104.0,1.3333422222814819e-05,74954.30878914309,104.0,0.0,4.850697232357427,2.742446354334028,2.730547181427195,2.8408264132114796,4.9194,4.81456,4.9797,5.0023,-104.0,-10.0,-5.0,-10.0,103.0,21.0,16.0,21.0
4.720506666666667,4.835341092066022,170.0,-99.0,-3.333355555703705e-05,75011.75015470652,170.0,0.0,6.015240188421407,3.652702681522272,2.795551258696574,2.655645908249064,4.62266,4.64698,4.9146,4.5809,-99.0,-41.0,-10.0,-5.0,170.0,52.0,18.0,14.0
4.419993333333333,3.8966599714741452,111.0,-76.0,1.3333422222814819e-05,75043.93658663087,111.0,0.0,4.075310518279559,3.4252161951619935,3.168632001353265,2.6943841429907502,4.42786,4.42642,4.6182,4.5097,-70.0,-41.0,-15.0,-7.0,78.0,48.0,24.0,14.0
4.4605266666666665,3.625348055376507,75.0,-86.0,2.000013333422223e-05,75015.16606280654,86.0,0.0,3.4088953387277816,4.378876093245845,3.6723970972649456,4.559864169029599,4.47736,4.3696,4.5866,4.0874,-44.0,-86.0,-19.0,-45.0,46.0,75.0,36.0,49.0
4.366393333333333,3.636192503882171,97.0,-79.0,-1.3333422222814819e-05,74895.79318346627,97.0,0.0,3.295663196141256,2.959585349267698,4.335470575381639,2.69518408276689,4.17676,4.53598,4.1183,4.6326,-46.0,-19.0,-46.0,-7.0,44.0,28.0,44.0,16.0
4.570053333333333,4.230112590757945,125.0,-110.0,1.3333422222814819e-05,75012.52940189965,125.0,0.0,3.7869491107750575,5.363201861537565,5.376351086006196,3.1827618446877235,4.50982,4.41618,4.693,4.5052,-64.0,-110.0,-64.0,-28.0,68.0,125.0,68.0,29.0
4.427033333333333,3.4468104868446456,72.0,-67.0,0.0,75042.27972819067,72.0,0.0,2.838435853705347,3.6061797500956603,2.7550572389698185,2.687174782182953,4.37638,4.4181,4.3781,4.6513,-9.0,-52.0,-5.0,-5.0,17.0,72.0,16.0,15.0
4.491766666666667,3.592347265909699,71.0,-61.0,4.666697777985187e-05,75026.42485936856,71.0,0.0,3.01799511987677,4.28595576626731,3.2891546391132174,6.046480642489481,4.56742,4.41764,4.7224,4.5572,-33.0,-61.0,-17.0,-61.0,46.0,71.0,24.0,69.0
4.381153333333334,3.057272554062235,41.0,-32.0,-2.000013333422223e-05,74991.63912558793,41.0,0.0,3.150492087023867,2.8677790257270517,2.974321621815637,3.365967793963573,4.39064,4.37686,4.5033,4.2009,-21.0,-28.0,-12.0,-28.0,30.0,41.0,21.0,41.0
4.3475866666666665,4.257960017327024,214.0,-134.0,-6.6667111114074095e-06,74931.1714772354,214.0,0.0,3.087647934334483,3.1346461102331795,3.0672555142993874,3.4025807852275896,4.43344,4.37306,4.4269,4.362,-36.0,-24.0,-18.0,-24.0,49.0,32.0,23.0,32.0
4.2992,3.460200287073953,59.0,-42.0,-2.000013333422223e-05,75017.94760691455,59.0,0.0,3.1038373926480105,3.2632129872259332,3.359971928454165,4.349279157515645,4.3188,4.191,4.4308,4.3491,-27.0,-42.0,-15.0,-42.0,33.0,48.0,24.0,48.0
4.4214,4.652373806993587,123.0,-123.0,4.666697777985187e-05,74970.34752027068,123.0,0.0,3.7728069974489813,5.032693638639253,5.785816696024858,2.6988212241643574,4.2856,4.57586,4.3754,4.742,-62.0,-77.0,-62.0,-9.0,84.0,101.0,84.0,16.0
4.3866933333333336,3.84560029114947,77.0,-86.0,4.000026666844446e-05,74909.06828421821,86.0,0.0,3.859029084057284,2.9318099703766616,3.216841624948297,2.9912114585899805,4.34222,4.38824,4.5114,4.3549,-63.0,-32.0,-18.0,-12.0,62.0,48.0,28.0,21.0
4.49064,4.486721786605449,197.0,-84.0,2.6666844445629638e-05,74988.88695061342,197.0,0.0,3.9392536844432855,2.8489095962490634,2.746663255661312,2.8248284177981504,4.49936,4.52818,4.4936,4.5771,-47.0,-14.0,-7.0,-7.0,60.0,25.0,14.0,16.0
4.460773333333333,3.5834352143284085,52.0,-41.0,-3.333355555703705e-05,75024.28169389746,52.0,0.0,3.568791382863392,4.156089657358224,2.7664735675585264,3.607337522328622,4.50284,4.3874,4.468,4.546,-39.0,-41.0,-7.0,-21.0,52.0,52.0,18.0,29.0
4.47196,4.127641831813092,124.0,-120.0,-1.3333422222814819e-05,75079.62383444991,124.0,0.0,2.808153445878626,4.948343092389613,2.850543239454543,8.669399424989022,4.40838,4.3492,4.5018,4.5769,-13.0,-120.0,-12.0,-120.0,22.0,124.0,19.0,124.0
4.599193333333333,4.121163349017956,95.0,-106.0,-0.000146667644450963,75095.97482041876,106.0,0.0,3.9041347107906,3.138972399942376,2.6687789267753144,3.360285367346053,4.4904,4.69082,4.4852,4.6615,-76.0,-36.0,-5.0,-36.0,72.0,47.0,15.0,47.0
4.689713333333334,3.5172653465188293,59.0,-51.0,0.00012000080000533337,75032.3066549511,59.0,0.0,3.3957750808320624,3.7644946951749048,3.3593756503255183,4.560032065676731,4.66502,4.7937,5.0282,4.7234,-29.0,-42.0,-23.0,-42.0,37.0,51.0,29.0,51.0
4.7508,3.620142634390713,87.0,-78.0,3.333355555703705e-05,74978.69578377555,87.0,0.0,3.112586112158184,2.911794138259091,2.6533687568824655,2.9919552135685454,4.68212,4.89158,4.6632,4.998,-29.0,-13.0,-6.0,-10.0,33.0,29.0,14.0,20.0
4.747633333333333,3.3123543085780476,60.0,-50.0,-2.6666844445629638e-05,75113.36263442911,60.0,0.0,3.278642842152832,3.7006256244586537,2.7362302534691776,2.8708852136579757,4.84056,4.67126,4.662,4.8447,-38.0,-50.0,-6.0,-10.0,59.0,60.0,14.0,16.0
4.5100066666666665,3.526262402784127,50.0,-38.0,0.0,74957.91240948244,50.0,0.0,3.687011928377775,3.5230125017660665,3.5111611982362754,4.032158963880269,4.5048,4.60818,4.6948,4.5097,-38.0,-31.0,-23.0,-31.0,50.0,48.0,36.0,48.0
4.62506,4.0691571604449,57.0,-64.0,-6.6667111114074095e-06,75046.7760622172,64.0,0.0,3.7851071004134083,4.134229759991576,3.470608579197602,5.906449653556695,4.66372,4.42554,4.5853,4.3193,-35.0,-44.0,-19.0,-43.0,53.0,57.0,30.0,50.0
4.508546666666667,3.6783973350480896,76.0,-54.0,2.000013333422223e-05,75000.27355841143,76.0,0.0,3.9543965971561326,3.182498569614761,2.8980639589215422,2.9304022863763945,4.73218,4.40888,4.7977,4.2162,-54.0,-25.0,-11.0,-10.0,76.0,34.0,17.0,16.0
4.451066666666667,3.382875334517796,56.0,-46.0,2.000013333422223e-05,75023.77166249542,56.0,0.0,3.4059868452476443,3.2696333423795396,2.745734202358269,3.0945781473409264,4.4481,4.45508,4.3287,4.3103,-35.0,-42.0,-6.0,-16.0,56.0,45.0,16.0,25.0
4.385066666666667,3.761239644348951,90.0,-76.0,-1.3333422222814819e-05,74971.88375931843,90.0,0.0,4.146773146242751,3.0388723961364357,3.1491691856742157,3.5819941038477436,4.41856,4.4116,4.4312,4.4732,-76.0,-23.0,-13.0,-23.0,90.0,34.0,18.0,34.0
4.488026666666666,3.7490429853438005,127.0,-112.0,3.333355555703705e-05,74929.89794158936,127.0,0.0,4.800125474651678,2.9184454047317727,3.266089023587692,2.888929905691725,4.24326,4.74486,4.3307,4.722,-112.0,-24.0,-29.0,-6.0,127.0,30.0,32.0,18.0
4.914666666666666,4.1943737977862146,124.0,-99.0,2.000013333422223e-05,74953.01722083002,124.0,0.0,5.413608127672339,2.8565212016717116,3.140057171454049,2.8015164179422545,4.9448,4.97662,5.0064,4.7476,-99.0,-16.0,-11.0,-8.0,124.0,21.0,20.0,18.0
4.7234066666666665,3.371541110722052,61.0,-75.0,-6.6667111114074095e-06,75021.03266047762,75.0,0.0,3.8895790437526783,2.9877275795493805,6.174608275834184,3.2207911434925425,4.79068,4.54152,4.5708,4.6229,-75.0,-19.0,-75.0,-19.0,61.0,28.0,61.0,28.0
4.77684,4.803178074400324,123.0,-154.0,2.6666844445629638e-05,75116.132741676,154.0,0.0,4.1780998432780425,5.028967368516126,4.039657406266031,2.7651160391564042,4.93114,4.67008,4.9202,4.6927,-46.0,-82.0,-24.0,-6.0,65.0,83.0,30.0,16.0
4.65608,4.822122530615193,157.0,-134.0,1.3333422222814819e-05,74893.8702259197,157.0,0.0,5.162250701041165,2.8286753054389258,3.074582532637561,2.822290755751434,4.61886,4.64858,4.5185,4.4567,-97.0,-17.0,-13.0,-8.0,129.0,21.0,22.0,18.0
4.71956,4.249259551937647,150.0,-114.0,-2.000013333422223e-05,75012.34533120693,150.0,0.0,5.687489529695856,3.518453303598046,11.036762854659875,2.923913321218671,4.82364,4.74748,4.4837,4.7033,-114.0,-55.0,-114.0,-8.0,150.0,56.0,150.0,21.0
4.830546666666667,5.067518021788927,136.0,-120.0,1.3333422222814819e-05,75043.26935924457,136.0,0.0,4.517571068439322,6.115503453714992,7.71927426381522,4.152597832682573,4.71696,4.87226,4.7522,4.7318,-86.0,-120.0,-86.0,-34.0,93.0,136.0,93.0,44.0
4.769446666666667,4.633384489458603,98.0,-79.0,-4.000026666844446e-05,74963.31389919334,98.0,0.0,3.075412544619014,4.497117014265918,3.523462727204589,3.135305816024969,4.78298,4.7184,4.6929,4.9412,-20.0,-70.0,-20.0,-11.0,29.0,89.0,29.0,20.0
4.649593333333334,3.45691700333629,49.0,-39.0,2.000013333422223e-05,75027.4617766153,49.0,0.0,3.1758815091246713,3.4633803120073314,2.8060493206641968,3.045964569721716,4.7608,4.57012,4.7439,4.5728,-26.0,-31.0,-6.0,-13.0,36.0,49.0,15.0,22.0
4.566273333333333,5.922309896649749,152.0,-143.0,6.6667111114074095e-06,75032.98354855155,152.0,0.0,6.044167354929875,6.899939914405052,3.6757239885497386,2.8112212275094963,4.57184,4.55576,4.7146,4.5289,-124.0,-143.0,-21.0,-7.0,133.0,152.0,38.0,16.0
4.527486666666666,4.705813902308033,185.0,-120.0,-2.6666844445629638e-05,75109.73107783747,185.0,0.0,3.401858880083064,5.650482040711218,3.5945979900400546,2.9896370866712236,4.6296,4.49274,4.6023,4.5753,-43.0,-120.0,-26.0,-8.0,44.0,185.0,34.0,17.0
4.65828,6.007836058704221,273.0,-237.0,4.000026666844446e-05,74962.10634718872,273.0,0.0,4.216299785878609,3.225482337573715,3.5082762947065613,3.0415879257387908,4.70034,4.6713,4.7912,4.4767,-44.0,-25.0,-12.0,-13.0,55.0,29.0,31.0,21.0
4.39316,4.49197638919292,119.0,-128.0,-2.6666844445629638e-05,74981.44974841857,128.0,0.0,5.474826638314678,3.3079555241871073,3.0697358583435155,3.136201650085657,4.26798,4.5505,4.3276,4.5839,-128.0,-26.0,-11.0,-12.0,119.0,38.0,21.0,21.0
4.498413333333334,4.932289274007444,208.0,-126.0,2.000013333422223e-05,75114.21714064057,208.0,0.0,3.0372591536449436,6.529279825034303,2.912050135214021,12.238454763572074,4.37844,4.55608,4.3201,4.565,-23.0,-126.0,-9.0,-126.0,41.0,208.0,17.0,208.0
4.61008,4.272125434363244,110.0,-95.0,6.6667111114074095e-06,74948.62895335478,110.0,0.0,4.892023865191175,3.59976788001671,3.0349958813810605,3.006680413678847,4.66032,4.6239,4.72,4.4483,-95.0,-37.0,-10.0,-10.0,110.0,47.0,22.0,21.0
4.515593333333333,3.9900522362439763,53.0,-49.0,-2.000013333422223e-05,75071.43672352874,53.0,0.0,3.178591794867658,4.248948594652563,2.857295908722091,4.891936512261785,4.38496,4.5672,4.6003,4.4154,-25.0,-45.0,-9.0,-45.0,41.0,47.0,17.0,45.0
4.518706666666667,3.6295798738452123,53.0,-54.0,-1.3333422222814819e-05,74888.43986550368,54.0,0.0,3.8198262259427453,3.18302900212989,4.173185828596661,3.620832819946262,4.35506,4.67654,4.4498,4.5563,-43.0,-22.0,-22.0,-22.0,51.0,35.0,35.0,35.0
4.726553333333333,4.16502824165962,93.0,-70.0,6.6667111114074095e-06,74888.54149671253,93.0,0.0,4.696500608708574,4.500330554570408,4.181636415328334,3.475525577520614,4.54982,4.87114,4.4133,4.6514,-42.0,-70.0,-26.0,-16.0,78.0,93.0,36.0,24.0
4.70878,4.016518921271669,93.0,-96.0,-1.3333422222814819e-05,75055.09683470463,96.0,0.0,3.1515353611216232,4.5730294770972115,3.304693777038956,2.878019372763151,4.75974,4.70504,4.4352,4.4857,-19.0,-96.0,-9.0,-8.0,28.0,93.0,17.0,15.0
4.573633333333333,5.787383242786752,199.0,-224.0,-2.6666844445629638e-05,75025.01275382159,224.0,0.0,4.397760516444705,3.9020937124061996,2.793066816243392,4.069914121944098,4.8162,4.41314,4.6076,4.4352,-51.0,-60.0,-8.0,-36.0,75.0,66.0,16.0,49.0
4.667866666666667,4.51368372642814,74.0,-62.0,6.0000400002666686e-05,75036.90316869301,74.0,0.0,3.791508541781226,4.860364595377594,3.8652072182484605,6.496614425991433,4.62924,4.856,4.4354,4.799,-55.0,-47.0,-25.0,-42.0,59.0,63.0,40.0,63.0
4.422046666666667,4.4329482226266625,120.0,-85.0,-2.000013333422223e-05,74942.97451216172,120.0,0.0,3.4856392871322757,4.356167613120506,3.5322646432565046,7.061628621642461,4.2626,4.53292,4.5843,4.4989,-20.0,-58.0,-12.0,-58.0,32.0,83.0,21.0,83.0
